date,day_of_week,week_label,source_file,space_type,lot_type,location,time_of_day,available_spaces
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,A,,P706,8:00 AM,4
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,A,,P706,10:00 AM,2
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,A,,P706,12:00 PM,3
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,A,,P706,2:00 PM,1
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,A,,P759,8:00 AM,0
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,A,,P759,10:00 AM,0
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,A,,P759,12:00 PM,0
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,A,,P759,2:00 PM,2
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,Structure,8980,8:00 AM,6
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,Structure,8980,10:00 AM,2
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,Structure,8980,12:00 PM,0
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,Structure,8980,2:00 PM,4
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,Athena,8:00 AM,240
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,Athena,10:00 AM,215
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,Athena,12:00 PM,201
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,Athena,2:00 PM,191
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,Gilman,8:00 AM,1
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,Gilman,10:00 AM,1
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,Gilman,12:00 PM,0
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,Gilman,2:00 PM,4
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,Hopkins,8:00 AM,218
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,Hopkins,10:00 AM,203
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,Hopkins,12:00 PM,180
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,Hopkins,2:00 PM,187
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,Mesa Canyon,8:00 AM,1
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,Mesa Canyon,10:00 AM,0
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,Mesa Canyon,12:00 PM,0
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,Mesa Canyon,2:00 PM,0
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,Pangea,8:00 AM,32
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,Pangea,10:00 AM,18
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,Pangea,12:00 PM,14
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,Pangea,2:00 PM,12
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,Scholars,8:00 AM,24
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,Scholars,10:00 AM,13
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,Scholars,12:00 PM,14
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,Scholars,2:00 PM,9
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,South,8:00 AM,0
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,South,10:00 AM,0
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,South,12:00 PM,1
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,South,2:00 PM,0
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,TDLLN,8:00 AM,231
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,TDLLN,10:00 AM,26
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,TDLLN,12:00 PM,70
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,TDLLN,2:00 PM,16
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,Torrey Pines Center North,8:00 AM,163
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,Torrey Pines Center North,10:00 AM,155
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,Torrey Pines Center North,12:00 PM,51
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,Torrey Pines Center North,2:00 PM,71
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,Torrey Pines Center South,8:00 AM,284
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,Torrey Pines Center South,10:00 AM,149
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,Torrey Pines Center South,12:00 PM,117
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,Torrey Pines Center South,2:00 PM,119
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,Surface Lot,P001,8:00 AM,5
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,Surface Lot,P001,10:00 AM,5
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,Surface Lot,P001,12:00 PM,0
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,Surface Lot,P001,2:00 PM,0
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,P002,8:00 AM,23
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,P002,10:00 AM,23
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,P002,12:00 PM,4
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,P002,2:00 PM,5
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,P003,8:00 AM,77
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,P003,10:00 AM,78
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,P003,12:00 PM,3
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,P003,2:00 PM,3
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,P006,8:00 AM,4
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,P006,10:00 AM,2
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,P006,12:00 PM,0
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,P006,2:00 PM,0
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,P007,8:00 AM,10
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,P007,10:00 AM,12
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,P007,12:00 PM,0
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,P007,2:00 PM,0
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,P008,8:00 AM,9
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,P008,10:00 AM,10
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,P008,12:00 PM,0
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,P008,2:00 PM,0
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,P010,8:00 AM,7
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,P010,10:00 AM,4
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,P010,12:00 PM,1
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,P010,2:00 PM,0
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,P011,8:00 AM,5
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,P011,10:00 AM,2
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,P011,12:00 PM,0
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,P011,2:00 PM,1
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,P012,8:00 AM,8
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,P012,10:00 AM,9
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,P012,12:00 PM,0
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,P012,2:00 PM,1
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,P013,8:00 AM,9
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,P013,10:00 AM,6
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,P013,12:00 PM,0
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,P013,2:00 PM,20
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,P014,8:00 AM,55
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,P014,10:00 AM,39
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,P014,12:00 PM,19
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,P014,2:00 PM,7
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,P032,8:00 AM,10
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,P032,10:00 AM,9
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,P032,12:00 PM,3
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,P032,2:00 PM,0
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,P206,8:00 AM,0
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,P206,10:00 AM,0
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,P206,12:00 PM,0
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,P206,2:00 PM,0
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,P303,8:00 AM,70
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,P303,10:00 AM,0
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,P303,12:00 PM,1
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,P303,2:00 PM,0
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,P304,8:00 AM,52
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,P304,10:00 AM,17
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,P304,12:00 PM,1
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,P304,2:00 PM,0
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,P357,8:00 AM,0
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,P357,10:00 AM,0
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,P357,12:00 PM,1
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,P357,2:00 PM,0
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,P359,8:00 AM,0
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,P359,10:00 AM,0
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,P359,12:00 PM,0
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,P359,2:00 PM,0
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,P384,8:00 AM,12
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,P384,10:00 AM,33
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,P384,12:00 PM,0
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,P384,2:00 PM,11
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,P406,8:00 AM,0
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,P406,10:00 AM,0
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,P406,12:00 PM,0
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,P406,2:00 PM,2
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,P503,8:00 AM,0
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,P503,10:00 AM,0
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,P503,12:00 PM,0
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,P503,2:00 PM,0
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,P507,8:00 AM,22
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,P507,10:00 AM,13
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,P507,12:00 PM,9
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,P507,2:00 PM,7
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,P510,8:00 AM,0
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,P510,10:00 AM,0
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,P510,12:00 PM,0
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,P510,2:00 PM,0
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,P702,8:00 AM,48
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,P702,10:00 AM,17
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,P702,12:00 PM,15
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,P702,2:00 PM,4
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,P706,8:00 AM,5
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,P706,10:00 AM,2
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,P706,12:00 PM,3
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,P706,2:00 PM,1
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,P707,8:00 AM,40
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,P707,10:00 AM,16
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,P707,12:00 PM,5
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,P707,2:00 PM,2
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,P784,8:00 AM,0
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,P784,10:00 AM,0
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,P784,12:00 PM,0
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,P784,2:00 PM,3
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,P785,8:00 AM,5
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,P785,10:00 AM,0
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,P785,12:00 PM,2
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,B,,P785,2:00 PM,15
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,D,Surface Lot,P703,8:00 AM,28
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,D,Surface Lot,P703,10:00 AM,22
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,D,Surface Lot,P703,12:00 PM,16
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,D,Surface Lot,P703,2:00 PM,9
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,D,,P704,8:00 AM,347
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,D,,P704,10:00 AM,83
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,D,,P704,12:00 PM,168
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,D,,P704,2:00 PM,119
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,D,,P705,8:00 AM,250
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,D,,P705,10:00 AM,244
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,D,,P705,12:00 PM,209
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,D,,P705,2:00 PM,191
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,S,Structure,8980,8:00 AM,47
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,S,Structure,8980,10:00 AM,43
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,S,Structure,8980,12:00 PM,39
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,S,Structure,8980,2:00 PM,40
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,S,,Pangea,8:00 AM,45
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,S,,Pangea,10:00 AM,14
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,S,,Pangea,12:00 PM,0
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,S,,Pangea,2:00 PM,1
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,S,Surface Lot,P014,8:00 AM,9
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,S,Surface Lot,P014,10:00 AM,11
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,S,Surface Lot,P014,12:00 PM,12
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,S,Surface Lot,P014,2:00 PM,1
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,S,,P016,8:00 AM,44
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,S,,P016,10:00 AM,39
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,S,,P016,12:00 PM,23
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,S,,P016,2:00 PM,113
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,S,,P021,8:00 AM,61
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,S,,P021,10:00 AM,55
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,S,,P021,12:00 PM,81
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,S,,P021,2:00 PM,0
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,S,,P701,8:00 AM,269
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,S,,P701,10:00 AM,240
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,S,,P701,12:00 PM,254
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,S,,P701,2:00 PM,143
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,SR,Structure,Hopkins,8:00 AM,21
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,SR,Structure,Hopkins,10:00 AM,4
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,SR,Structure,Hopkins,12:00 PM,0
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,SR,Structure,Hopkins,2:00 PM,0
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,SR,,Pangea,8:00 AM,73
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,SR,,Pangea,10:00 AM,56
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,SR,,Pangea,12:00 PM,37
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,SR,,Pangea,2:00 PM,45
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,SR,,Scholars,8:00 AM,37
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,SR,,Scholars,10:00 AM,24
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,SR,,Scholars,12:00 PM,23
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,SR,,Scholars,2:00 PM,20
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,SR,,South,8:00 AM,24
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,SR,,South,10:00 AM,20
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,SR,,South,12:00 PM,17
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,SR,,South,2:00 PM,16
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,SR,,TDLLN,8:00 AM,46
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,SR,,TDLLN,10:00 AM,34
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,SR,,TDLLN,12:00 PM,10
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,SR,,TDLLN,2:00 PM,2
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,SR,Surface Lot,P401,8:00 AM,48
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,SR,Surface Lot,P401,10:00 AM,46
2025-09-30,Tuesday,Week1,Parking_Occupancy_Fall_2025_Week1_Tuesday.csv,SR,Surface Lot,P401,12:00 PM,48
